ed,0.91337
un,0.815832
de,0.639013
ss,0.612239
tr,0.589813
lo,0.538229
ll,0.536829
ol,0.523338
ct,0.301816
rt,0.243948
um,0.243651
cr,0.241566
hy,0.228164
oo,0.221582
ee,0.216251
gr,0.211396
br,0.17247
tt,0.169194
rr,0.16836
rc,0.16434
ki,0.128392
mu,0.112786
nn,0.111893
pp,0.105251
mm,0.100456
rg,0.093249
nu,0.0919088
ff,0.090926
rb,0.0897049
fr,0.0819019
my,0.075856
ik,0.074903
hu,0.0739797
cc,0.0681721
za,0.0675765
ym,0.0670106
yn,0.0643004
gg,0.0621859
dd,0.0532511
tc,0.0522981
rv,0.0501239
bb,0.0499452
ny,0.0497963
nm,0.0480094
rf,0.0450014
az,0.0418444
ju,0.041487
sw,0.0411594
nh,0.0408318
ft,0.0364836
hn,0.0270723
mn,0.0269234
hm,0.0257321
tf,0.0222475
ws,0.0213838
zz,0.016708
tb,0.0161421
nj,0.0150402
bt,0.0148019
bc,0.0116747
aq,0.00908366
ii,0.00905388
tg,0.00810084
aa,0.00634367
yh,0.00622454
gt,0.00601606
gb,0.00542041
yu,0.00443759
bf,0.00434824
bv,0.00419933
uy,0.00384194
gf,0.0035739
kk,0.00345477
hh,0.00327607
vr,0.00312716
xs,0.00297825
p',0.00276977
bg,0.00265064
uh,0.00250173
ww,0.00244216
mh,0.00235282
tv,0.00223369
uu,0.00196564
uj,0.00196564
fb,0.00145934
vv,0.00128065
fc,0.0011913
xw,0.00107217
gc,0.000923257
cb,0.000655215
fg,0.000655215
qa,0.00059565
mj,0.000565867
cf,0.000536085
hj,0.000446737
jn,0.000416955
cg,0.00035739
xx,0.000297825
yj,0.000268042
vt,0.00023826
yy,0.00023826
jh,0.000208477
vg,0.000208477
vc,0.000148912
jj,0.000148912
jy,0.000148912
gv,0.000148912
zq,0.00011913
qq,0.00011913
'p,0.00011913
jm,0.00011913
cv,5.9565e-005
fv,5.9565e-005
vb,2.97825e-005
